view_history,rt,trial_type,trial_index,plugin_version,time_elapsed,subjectID,studyID,sessionID,success,task,response,question_order,Matrix,S,T,R,P,GameType,choice,GivenAns,Player,PlayerType,CorrAns,confidence,ScoreNum,stimulus
,,html-keyboard-response,110,2.0.0,4379682,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":15}",10.0,15.0,10.0,5.0,SG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,787.0,html-keyboard-response,111,2.0.0,4380472,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,112,2.0.0,4383466,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":12}",10.0,12.0,10.0,5.0,SG,Blue,coop,E.B.,pess_inv,def,4.0,0.0,
,994.0,html-keyboard-response,113,2.0.0,4384462,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,114,2.0.0,4388299,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":8}",0.0,8.0,10.0,5.0,SH,Blue,coop,E.B.,pess_inv,coop,5.0,1.0,
,628.0,html-keyboard-response,115,2.0.0,4388929,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,116,2.0.0,4392553,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":5}",7.0,5.0,10.0,5.0,HG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,896.0,html-keyboard-response,117,2.0.0,4393452,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,118,2.0.0,4397131,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":12}",0.0,12.0,10.0,5.0,PD,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,738.0,html-keyboard-response,119,2.0.0,4397870,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,120,2.0.0,4401432,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":12}",3.0,12.0,10.0,5.0,PD,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,787.0,html-keyboard-response,121,2.0.0,4402222,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,122,2.0.0,4404853,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":5}",10.0,5.0,10.0,5.0,HG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,1041.0,html-keyboard-response,123,2.0.0,4405895,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,124,2.0.0,4409219,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":15}",3.0,15.0,10.0,5.0,PD,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,556.0,html-keyboard-response,125,2.0.0,4409778,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,126,2.0.0,4413712,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":12}",7.0,12.0,10.0,5.0,SG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,547.0,html-keyboard-response,127,2.0.0,4414261,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,128,2.0.0,4416912,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":5}",3.0,5.0,10.0,5.0,SH,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,864.0,html-keyboard-response,129,2.0.0,4417779,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,130,2.0.0,4420621,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":15}",7.0,15.0,10.0,5.0,SG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,591.0,html-keyboard-response,131,2.0.0,4421213,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,132,2.0.0,4424337,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":15}",0.0,15.0,10.0,5.0,PD,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,627.0,html-keyboard-response,133,2.0.0,4424966,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,134,2.0.0,4428273,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":0,""T"":5}",0.0,5.0,10.0,5.0,SH,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,606.0,html-keyboard-response,135,2.0.0,4428882,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,136,2.0.0,4432931,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":10,""T"":8}",10.0,8.0,10.0,5.0,HG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,1594.0,html-keyboard-response,137,2.0.0,4434529,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,138,2.0.0,4438111,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":7,""T"":8}",7.0,8.0,10.0,5.0,HG,Green,def,E.B.,pess_inv,def,6.0,1.0,
,1220.0,html-keyboard-response,139,2.0.0,4439332,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:green; font-size:24px;"">Correct!</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,,html-keyboard-response,140,2.0.0,4442037,7ltaxxqfoa,,,,socialPredictionGame,,,"{""R"":10,""P"":5,""S"":3,""T"":8}",3.0,8.0,10.0,5.0,SH,Green,def,E.B.,pess_inv,coop,6.0,0.0,
,656.0,html-keyboard-response,141,2.0.0,4442695,7ltaxxqfoa,,,,feedbackTrial, ,,,,,,,,,,,,,,,"
                    <div style=""text-align:center;"">
                        <p style=""color:red; font-size:24px;"">Incorrect</p>
                        <p> Press any key to continue. </p>
                    </div>
                    "
,11401.0,survey-html-form,142,2.1.0,4454099,7ltaxxqfoa,,,,demographics,"{""age"":""23"",""gender"":""Prefer Not to Say""}",,,,,,,,,,,,,,,
,26488.0,survey-html-form,143,2.1.0,4480589,7ltaxxqfoa,,,,technical,"{""technical"":""None"",""feedback"":""Clear instructions but overly long; became tedious.""}",,,,,,,,,,,,,,,
